menu_item_id,restaurant_id,item_name,cuisine,veg_nonveg,price,is_available
1047,124,Margherita Pizza,Italian,Veg,350,Yes
1048,124,Paneer Tikka,North Indian,Veg,120,No
1049,124,Hakka Noodles,Chinese,Veg,250,No
1050,125,Chole Bhature,North Indian,Veg,80,No
1051,125,Pani Puri,Street Food,Veg,80,Yes
1052,125,Chicken Biryani,Biryani,Non-Veg,280,Yes
1053,125,Chicken Pizza,Italian,Non-Veg,80,Yes
1054,125,Rajma Rice,North Indian,Veg,220,Yes
1055,125,Fish Curry,Seafood,Non-Veg,200,Yes
1056,125,Paratha,North Indian,Veg,120,Yes
1057,125,Paneer Tikka,North Indian,Veg,120,Yes
1058,125,Margherita Pizza,Italian,Veg,100,Yes
1059,125,Veg Burger,Fast Food,Veg,350,No
1060,125,Mutton Rogan Josh,Mughlai,Non-Veg,450,Yes
1061,125,Chicken Manchurian,Chinese,Non-Veg,400,Yes
1062,126,Thali,South Indian,Veg,250,Yes
1063,126,Chicken Manchurian,Chinese,Non-Veg,280,Yes
1064,126,Chicken Tikka,Mughlai,Non-Veg,220,No
1065,126,Butter Chicken,North Indian,Non-Veg,220,Yes
1066,126,Veg Burger,Fast Food,Veg,200,Yes
1067,126,Chicken Burger,Fast Food,Non-Veg,500,No
1068,126,Chicken Pizza,Italian,Non-Veg,500,Yes
1069,127,Fish Moilee,Kerala,Non-Veg,150,Yes
1070,127,Paneer Tikka,North Indian,Veg,350,No
1071,127,Dal Makhani,North Indian,Veg,450,Yes
1072,127,Paratha,North Indian,Veg,220,Yes
1073,127,Margherita Pizza,Italian,Veg,180,No
1074,128,Vada Pav,Street Food,Veg,300,No
1075,128,Rasmalai,Desserts,Veg,400,Yes
1076,128,Chicken Manchurian,Chinese,Non-Veg,500,Yes
1077,128,Chicken Burger,Fast Food,Non-Veg,180,No
1078,128,Gulab Jamun,Desserts,Veg,80,Yes
1079,128,Chole Bhature,North Indian,Veg,500,Yes
1080,128,Veg Biryani,Biryani,Veg,80,Yes
1081,128,Fish Curry,Seafood,Non-Veg,300,Yes
1082,128,Hyderabadi Biryani,Hyderabadi,Non-Veg,120,No
1083,129,Mutton Rogan Josh,Mughlai,Non-Veg,100,Yes
1084,129,Chole Bhature,North Indian,Veg,400,Yes
1085,129,Masala Dosa,South Indian,Veg,350,Yes
1086,129,Litti Chokha,North Indian,Veg,200,Yes
1087,129,Rajma Rice,North Indian,Veg,280,Yes
1088,129,Dal Makhani,North Indian,Veg,150,Yes
1089,129,Gulab Jamun,Desserts,Veg,80,Yes
1090,129,Chicken Tikka,Mughlai,Non-Veg,400,Yes
1091,129,Margherita Pizza,Italian,Veg,120,No
1092,129,Veg Biryani,Biryani,Veg,220,Yes
1093,129,Fish Moilee,Kerala,Non-Veg,120,Yes
1094,130,Chicken Manchurian,Chinese,Non-Veg,400,No
1095,130,Mutton Rogan Josh,Mughlai,Non-Veg,100,Yes
1096,130,Idli Sambar,South Indian,Veg,120,Yes
1097,130,Fish Moilee,Kerala,Non-Veg,250,No
1098,130,Chicken Burger,Fast Food,Non-Veg,80,Yes
1099,130,Litti Chokha,North Indian,Veg,350,Yes
1100,130,Vada Pav,Street Food,Veg,100,No
1101,130,Margherita Pizza,Italian,Veg,280,Yes
1102,130,Hakka Noodles,Chinese,Veg,220,Yes
1103,131,Paratha,North Indian,Veg,250,Yes
1104,131,Rajma Rice,North Indian,Veg,220,Yes
1105,131,Chicken Tikka,Mughlai,Non-Veg,450,Yes
1106,131,Gulab Jamun,Desserts,Veg,280,No
1107,131,Chicken Burger,Fast Food,Non-Veg,350,No
1108,131,Pav Bhaji,Street Food,Veg,300,Yes
1109,131,Margherita Pizza,Italian,Veg,300,No
1110,131,Mutton Rogan Josh,Mughlai,Non-Veg,150,Yes
1111,132,Litti Chokha,North Indian,Veg,150,No
1112,132,Rasmalai,Desserts,Veg,450,Yes
1113,132,Pani Puri,Street Food,Veg,80,Yes
1114,132,Hakka Noodles,Chinese,Veg,300,Yes
1115,132,Masala Dosa,South Indian,Veg,220,Yes
1116,133,Margherita Pizza,Italian,Veg,180,Yes
1117,133,Masala Dosa,South Indian,Veg,250,No
1118,133,Butter Chicken,North Indian,Non-Veg,200,Yes
1119,133,Veg Biryani,Biryani,Veg,450,Yes
1120,133,Chicken Pizza,Italian,Non-Veg,250,Yes
1121,133,Vada Pav,Street Food,Veg,100,Yes
1122,133,Pav Bhaji,Street Food,Veg,180,No
1123,133,Hyderabadi Biryani,Hyderabadi,Non-Veg,220,Yes
1124,133,Hakka Noodles,Chinese,Veg,80,Yes
1125,133,Fish Curry,Seafood,Non-Veg,80,No
1126,133,Appam Stew,Kerala,Veg,280,No
1127,134,Fish Curry,Seafood,Non-Veg,200,Yes
1128,134,Appam Stew,Kerala,Veg,220,No
1129,134,Thali,South Indian,Veg,200,Yes
1130,134,Chicken Pizza,Italian,Non-Veg,200,Yes
1131,134,Litti Chokha,North Indian,Veg,120,Yes
1132,134,Pani Puri,Street Food,Veg,180,Yes
1133,134,Masala Dosa,South Indian,Veg,180,Yes
1134,134,Mutton Rogan Josh,Mughlai,Non-Veg,450,No
1135,134,Veg Burger,Fast Food,Veg,180,Yes
1136,134,Paneer Tikka,North Indian,Veg,120,Yes
1137,135,Fish Curry,Seafood,Non-Veg,500,No
1138,135,Chicken Pizza,Italian,Non-Veg,500,Yes
1139,135,Prawn Masala,Seafood,Non-Veg,400,Yes
1140,135,Thali,South Indian,Veg,250,Yes
1141,135,Butter Chicken,North Indian,Non-Veg,150,No
1142,135,Pani Puri,Street Food,Veg,150,Yes
1143,135,Dal Makhani,North Indian,Veg,300,Yes
1144,135,Vada Pav,Street Food,Veg,450,Yes
1145,136,Pani Puri,Street Food,Veg,80,Yes
1146,136,Chole Bhature,North Indian,Veg,400,Yes
1147,136,Fish Curry,Seafood,Non-Veg,280,Yes
1148,136,Chicken Burger,Fast Food,Non-Veg,80,Yes
1149,136,Chicken Pizza,Italian,Non-Veg,400,Yes
1150,136,Paneer Tikka,North Indian,Veg,150,Yes
1151,136,Idli Sambar,South Indian,Veg,350,Yes
1152,137,Chicken Burger,Fast Food,Non-Veg,200,Yes
1153,137,Chicken Biryani,Biryani,Non-Veg,280,Yes
1154,137,Fish Moilee,Kerala,Non-Veg,100,Yes
1155,137,Rasmalai,Desserts,Veg,200,No
1156,137,Chicken Manchurian,Chinese,Non-Veg,300,Yes
1157,137,Litti Chokha,North Indian,Veg,280,Yes
1158,137,Appam Stew,Kerala,Veg,180,Yes
1159,137,Gulab Jamun,Desserts,Veg,80,No
1160,137,Rajma Rice,North Indian,Veg,150,Yes
1161,137,Masala Dosa,South Indian,Veg,450,No
1162,137,Chicken Tikka,Mughlai,Non-Veg,450,No
1163,138,Fish Curry,Seafood,Non-Veg,180,Yes
1164,138,Butter Chicken,North Indian,Non-Veg,200,Yes
1165,138,Gulab Jamun,Desserts,Veg,120,No
1166,138,Vada Pav,Street Food,Veg,80,Yes
1167,138,Chicken Manchurian,Chinese,Non-Veg,400,Yes
1168,138,Chicken Burger,Fast Food,Non-Veg,180,Yes
1169,138,Hyderabadi Biryani,Hyderabadi,Non-Veg,350,Yes
1170,138,Dal Makhani,North Indian,Veg,450,Yes
1171,138,Litti Chokha,North Indian,Veg,100,Yes
1172,139,Vada Pav,Street Food,Veg,500,Yes
1173,139,Fish Curry,Seafood,Non-Veg,120,Yes
1174,139,Chicken Tikka,Mughlai,Non-Veg,150,Yes
1175,139,Rasmalai,Desserts,Veg,300,No
1176,139,Butter Chicken,North Indian,Non-Veg,350,No
1177,139,Hakka Noodles,Chinese,Veg,250,Yes
1178,139,Chole Bhature,North Indian,Veg,280,No
1179,140,Pav Bhaji,Street Food,Veg,150,Yes
1180,140,Rasmalai,Desserts,Veg,280,Yes
1181,140,Pani Puri,Street Food,Veg,500,Yes
1182,140,Veg Biryani,Biryani,Veg,450,No
1183,140,Veg Burger,Fast Food,Veg,400,Yes
1184,140,Mutton Rogan Josh,Mughlai,Non-Veg,100,No
1185,140,Chicken Biryani,Biryani,Non-Veg,120,Yes
1186,140,Fish Curry,Seafood,Non-Veg,350,Yes
1187,140,Chicken Pizza,Italian,Non-Veg,120,No
1188,140,Chicken Tikka,Mughlai,Non-Veg,80,Yes
1189,140,Paratha,North Indian,Veg,400,No
1190,140,Idli Sambar,South Indian,Veg,400,Yes
1191,141,Hakka Noodles,Chinese,Veg,100,No
1192,141,Chicken Pizza,Italian,Non-Veg,150,Yes
1193,141,Fish Moilee,Kerala,Non-Veg,220,No
1194,141,Chicken Manchurian,Chinese,Non-Veg,120,Yes
1195,141,Mutton Rogan Josh,Mughlai,Non-Veg,350,Yes
1196,141,Fish Curry,Seafood,Non-Veg,200,Yes
1197,141,Chole Bhature,North Indian,Veg,450,Yes
1198,142,Prawn Masala,Seafood,Non-Veg,300,Yes
1199,142,Fish Curry,Seafood,Non-Veg,220,Yes
1200,142,Masala Dosa,South Indian,Veg,150,Yes
1201,142,Mutton Rogan Josh,Mughlai,Non-Veg,250,Yes
1202,142,Hyderabadi Biryani,Hyderabadi,Non-Veg,150,No
1203,142,Litti Chokha,North Indian,Veg,100,No
1204,142,Margherita Pizza,Italian,Veg,300,Yes
1205,142,Pav Bhaji,Street Food,Veg,120,Yes
1206,142,Vada Pav,Street Food,Veg,150,No
1207,142,Gulab Jamun,Desserts,Veg,350,Yes
1208,142,Fish Moilee,Kerala,Non-Veg,80,No
1209,142,Chicken Pizza,Italian,Non-Veg,200,Yes
1210,143,Paneer Tikka,North Indian,Veg,220,No
1211,143,Veg Burger,Fast Food,Veg,200,Yes
1212,143,Prawn Masala,Seafood,Non-Veg,150,Yes
1213,143,Chicken Tikka,Mughlai,Non-Veg,500,Yes
1214,143,Appam Stew,Kerala,Veg,500,No
1215,143,Hakka Noodles,Chinese,Veg,400,Yes
1216,143,Hyderabadi Biryani,Hyderabadi,Non-Veg,250,Yes
1217,143,Gulab Jamun,Desserts,Veg,200,Yes
1218,143,Vada Pav,Street Food,Veg,200,No
1219,143,Fish Moilee,Kerala,Non-Veg,300,Yes
1220,143,Chicken Biryani,Biryani,Non-Veg,280,Yes
1221,143,Rajma Rice,North Indian,Veg,200,No
1222,144,Margherita Pizza,Italian,Veg,280,No
1223,144,Fish Moilee,Kerala,Non-Veg,220,Yes
1224,144,Prawn Masala,Seafood,Non-Veg,280,Yes
1225,144,Chole Bhature,North Indian,Veg,500,Yes
1226,144,Fish Curry,Seafood,Non-Veg,80,No
1227,144,Chicken Tikka,Mughlai,Non-Veg,220,Yes
1228,144,Litti Chokha,North Indian,Veg,120,Yes
1229,145,Veg Burger,Fast Food,Veg,280,Yes
1230,145,Veg Biryani,Biryani,Veg,120,No
1231,145,Idli Sambar,South Indian,Veg,500,Yes
1232,145,Thali,South Indian,Veg,280,Yes
1233,145,Chicken Burger,Fast Food,Non-Veg,500,Yes
1234,145,Pani Puri,Street Food,Veg,350,No
1235,145,Rasmalai,Desserts,Veg,80,No
1236,145,Butter Chicken,North Indian,Non-Veg,220,Yes
1237,145,Appam Stew,Kerala,Veg,500,Yes
1238,145,Vada Pav,Street Food,Veg,80,No
1239,145,Chicken Biryani,Biryani,Non-Veg,300,Yes
1240,146,Chicken Manchurian,Chinese,Non-Veg,300,Yes
1241,146,Hyderabadi Biryani,Hyderabadi,Non-Veg,150,Yes
1242,146,Masala Dosa,South Indian,Veg,400,No
1243,146,Gulab Jamun,Desserts,Veg,350,Yes
1244,146,Prawn Masala,Seafood,Non-Veg,300,No
1245,146,Litti Chokha,North Indian,Veg,80,Yes
1246,146,Margherita Pizza,Italian,Veg,400,Yes
1247,146,Appam Stew,Kerala,Veg,80,No
1248,147,Vada Pav,Street Food,Veg,80,No
1249,147,Hakka Noodles,Chinese,Veg,250,Yes
1250,147,Fish Curry,Seafood,Non-Veg,400,Yes
1251,147,Rasmalai,Desserts,Veg,450,Yes
1252,147,Chicken Pizza,Italian,Non-Veg,500,Yes
1253,147,Litti Chokha,North Indian,Veg,100,Yes
1254,147,Rajma Rice,North Indian,Veg,200,Yes
1255,147,Dal Makhani,North Indian,Veg,350,Yes
1256,147,Chole Bhature,North Indian,Veg,350,Yes
1257,147,Pani Puri,Street Food,Veg,250,Yes
1258,147,Pav Bhaji,Street Food,Veg,200,Yes
1259,147,Thali,South Indian,Veg,350,Yes
1260,148,Rasmalai,Desserts,Veg,200,Yes
1261,148,Pani Puri,Street Food,Veg,100,Yes
1262,148,Veg Burger,Fast Food,Veg,180,Yes
1263,148,Rajma Rice,North Indian,Veg,180,No
1264,148,Dal Makhani,North Indian,Veg,80,Yes
1265,148,Fish Curry,Seafood,Non-Veg,450,Yes
1266,148,Chicken Tikka,Mughlai,Non-Veg,150,Yes
1267,148,Paratha,North Indian,Veg,500,Yes
1268,148,Fish Moilee,Kerala,Non-Veg,150,No
1269,148,Litti Chokha,North Indian,Veg,280,No
1270,148,Paneer Tikka,North Indian,Veg,100,Yes
1271,148,Mutton Rogan Josh,Mughlai,Non-Veg,350,No
1272,149,Rajma Rice,North Indian,Veg,300,No
1273,149,Paneer Tikka,North Indian,Veg,280,Yes
1274,149,Gulab Jamun,Desserts,Veg,500,Yes
1275,149,Chicken Burger,Fast Food,Non-Veg,150,Yes
1276,149,Hakka Noodles,Chinese,Veg,450,Yes
1277,149,Appam Stew,Kerala,Veg,200,No
1278,150,Chicken Tikka,Mughlai,Non-Veg,400,No
1279,150,Chicken Pizza,Italian,Non-Veg,180,Yes
1280,150,Chicken Manchurian,Chinese,Non-Veg,100,No
1281,150,Gulab Jamun,Desserts,Veg,150,Yes
1282,150,Appam Stew,Kerala,Veg,300,Yes
1283,150,Mutton Rogan Josh,Mughlai,Non-Veg,250,Yes
1284,150,Butter Chicken,North Indian,Non-Veg,450,No
1285,150,Dal Makhani,North Indian,Veg,280,Yes
1286,150,Thali,South Indian,Veg,500,Yes
1287,151,Gulab Jamun,Desserts,Veg,350,No
1288,151,Chicken Manchurian,Chinese,Non-Veg,150,Yes
1289,151,Pav Bhaji,Street Food,Veg,280,No
1290,151,Hakka Noodles,Chinese,Veg,280,Yes
1291,151,Paratha,North Indian,Veg,400,Yes
1292,151,Idli Sambar,South Indian,Veg,120,Yes
1293,151,Rasmalai,Desserts,Veg,200,Yes
1294,151,Appam Stew,Kerala,Veg,400,Yes
1295,151,Veg Burger,Fast Food,Veg,350,Yes
1296,151,Masala Dosa,South Indian,Veg,500,Yes
1297,152,Idli Sambar,South Indian,Veg,200,Yes
1298,152,Mutton Rogan Josh,Mughlai,Non-Veg,280,Yes
1299,152,Chicken Biryani,Biryani,Non-Veg,300,No
1300,152,Margherita Pizza,Italian,Veg,450,No
1301,152,Rajma Rice,North Indian,Veg,80,No
1302,152,Pav Bhaji,Street Food,Veg,150,Yes
1303,152,Litti Chokha,North Indian,Veg,180,No
1304,152,Prawn Masala,Seafood,Non-Veg,500,No
1305,153,Margherita Pizza,Italian,Veg,280,Yes
1306,153,Idli Sambar,South Indian,Veg,350,Yes
1307,153,Rajma Rice,North Indian,Veg,350,No
1308,153,Veg Biryani,Biryani,Veg,180,Yes
1309,153,Pav Bhaji,Street Food,Veg,220,Yes
1310,153,Litti Chokha,North Indian,Veg,250,Yes
1311,153,Chicken Burger,Fast Food,Non-Veg,200,Yes
1312,153,Gulab Jamun,Desserts,Veg,120,Yes
1313,153,Appam Stew,Kerala,Veg,100,Yes
1314,154,Gulab Jamun,Desserts,Veg,400,Yes
1315,154,Prawn Masala,Seafood,Non-Veg,400,Yes
1316,154,Chicken Biryani,Biryani,Non-Veg,500,Yes
1317,154,Chicken Burger,Fast Food,Non-Veg,400,No
1318,154,Mutton Rogan Josh,Mughlai,Non-Veg,450,No
1319,154,Veg Biryani,Biryani,Veg,180,Yes
1320,154,Dal Makhani,North Indian,Veg,400,Yes
1321,154,Appam Stew,Kerala,Veg,300,Yes
1322,154,Chicken Tikka,Mughlai,Non-Veg,280,No
1323,154,Chicken Manchurian,Chinese,Non-Veg,180,Yes
1324,154,Margherita Pizza,Italian,Veg,150,Yes
1325,155,Chicken Pizza,Italian,Non-Veg,400,No
1326,155,Litti Chokha,North Indian,Veg,400,Yes
1327,155,Chicken Burger,Fast Food,Non-Veg,100,Yes
1328,155,Pav Bhaji,Street Food,Veg,220,No
1329,155,Rajma Rice,North Indian,Veg,250,No
1330,155,Butter Chicken,North Indian,Non-Veg,100,No
1331,155,Gulab Jamun,Desserts,Veg,220,No
1332,156,Chicken Biryani,Biryani,Non-Veg,450,Yes
1333,156,Butter Chicken,North Indian,Non-Veg,120,Yes
1334,156,Masala Dosa,South Indian,Veg,180,Yes
1335,156,Vada Pav,Street Food,Veg,100,Yes
1336,156,Rajma Rice,North Indian,Veg,400,No
1337,156,Margherita Pizza,Italian,Veg,220,Yes
1338,156,Dal Makhani,North Indian,Veg,220,No
1339,156,Chicken Tikka,Mughlai,Non-Veg,200,Yes
1340,156,Idli Sambar,South Indian,Veg,100,No
1341,156,Paneer Tikka,North Indian,Veg,500,No
1342,156,Litti Chokha,North Indian,Veg,300,Yes
1343,157,Masala Dosa,South Indian,Veg,120,Yes
1344,157,Chicken Burger,Fast Food,Non-Veg,150,Yes
1345,157,Mutton Rogan Josh,Mughlai,Non-Veg,100,No
1346,157,Chicken Tikka,Mughlai,Non-Veg,180,No
1347,157,Margherita Pizza,Italian,Veg,200,No
1348,157,Veg Biryani,Biryani,Veg,180,Yes
1349,157,Fish Moilee,Kerala,Non-Veg,500,No
1350,157,Litti Chokha,North Indian,Veg,500,Yes
1351,157,Butter Chicken,North Indian,Non-Veg,100,No
1352,157,Rasmalai,Desserts,Veg,150,No
1353,158,Margherita Pizza,Italian,Veg,400,No
1354,158,Chole Bhature,North Indian,Veg,300,Yes
1355,158,Chicken Biryani,Biryani,Non-Veg,200,Yes
1356,158,Gulab Jamun,Desserts,Veg,350,Yes
1357,158,Fish Moilee,Kerala,Non-Veg,250,No
1358,158,Hyderabadi Biryani,Hyderabadi,Non-Veg,220,Yes
1359,158,Pav Bhaji,Street Food,Veg,450,Yes
1360,159,Rasmalai,Desserts,Veg,400,Yes
1361,159,Paneer Tikka,North Indian,Veg,200,Yes
1362,159,Butter Chicken,North Indian,Non-Veg,400,Yes
1363,159,Chole Bhature,North Indian,Veg,500,Yes
1364,159,Appam Stew,Kerala,Veg,450,Yes
1365,159,Prawn Masala,Seafood,Non-Veg,350,Yes
1366,159,Vada Pav,Street Food,Veg,280,No
1367,159,Litti Chokha,North Indian,Veg,250,Yes
1368,159,Idli Sambar,South Indian,Veg,120,Yes
1369,160,Mutton Rogan Josh,Mughlai,Non-Veg,180,Yes
1370,160,Chicken Manchurian,Chinese,Non-Veg,180,No
1371,160,Hyderabadi Biryani,Hyderabadi,Non-Veg,400,Yes
1372,160,Dal Makhani,North Indian,Veg,200,No
1373,160,Chicken Biryani,Biryani,Non-Veg,180,Yes
1374,161,Pav Bhaji,Street Food,Veg,280,No
1375,161,Chicken Biryani,Biryani,Non-Veg,300,Yes
1376,161,Veg Biryani,Biryani,Veg,150,Yes
1377,161,Chicken Tikka,Mughlai,Non-Veg,120,Yes
1378,161,Paratha,North Indian,Veg,180,Yes
1379,161,Gulab Jamun,Desserts,Veg,300,Yes
1380,161,Hakka Noodles,Chinese,Veg,180,Yes
1381,162,Chicken Manchurian,Chinese,Non-Veg,80,Yes
1382,162,Chicken Burger,Fast Food,Non-Veg,400,No
1383,162,Chicken Pizza,Italian,Non-Veg,150,Yes
1384,162,Litti Chokha,North Indian,Veg,180,Yes
1385,162,Veg Biryani,Biryani,Veg,300,Yes
1386,162,Fish Curry,Seafood,Non-Veg,200,Yes
1387,162,Chole Bhature,North Indian,Veg,100,Yes
1388,162,Paneer Tikka,North Indian,Veg,150,No
1389,162,Hyderabadi Biryani,Hyderabadi,Non-Veg,250,No
1390,162,Pav Bhaji,Street Food,Veg,120,Yes
1391,162,Veg Burger,Fast Food,Veg,450,Yes
1392,162,Paratha,North Indian,Veg,250,Yes
1393,163,Veg Biryani,Biryani,Veg,450,No
1394,163,Paneer Tikka,North Indian,Veg,500,Yes
1395,163,Rasmalai,Desserts,Veg,220,Yes
1396,163,Veg Burger,Fast Food,Veg,120,No
1397,163,Margherita Pizza,Italian,Veg,500,Yes
1398,163,Chicken Burger,Fast Food,Non-Veg,150,Yes
1399,163,Fish Curry,Seafood,Non-Veg,200,Yes
1400,163,Vada Pav,Street Food,Veg,120,Yes
1401,163,Chicken Pizza,Italian,Non-Veg,80,No
1402,163,Mutton Rogan Josh,Mughlai,Non-Veg,80,Yes
1403,163,Masala Dosa,South Indian,Veg,120,Yes
1404,163,Paratha,North Indian,Veg,80,Yes
1405,164,Litti Chokha,North Indian,Veg,180,Yes
1406,164,Vada Pav,Street Food,Veg,100,Yes
1407,164,Chicken Burger,Fast Food,Non-Veg,450,Yes
1408,164,Paratha,North Indian,Veg,80,No
1409,164,Thali,South Indian,Veg,220,No
1410,164,Fish Moilee,Kerala,Non-Veg,80,Yes
1411,164,Butter Chicken,North Indian,Non-Veg,200,Yes
1412,164,Veg Burger,Fast Food,Veg,180,Yes
1413,164,Appam Stew,Kerala,Veg,400,Yes
1414,164,Masala Dosa,South Indian,Veg,80,Yes
1415,164,Idli Sambar,South Indian,Veg,500,No
1416,165,Thali,South Indian,Veg,80,Yes
1417,165,Dal Makhani,North Indian,Veg,150,Yes
1418,165,Chole Bhature,North Indian,Veg,120,Yes
1419,165,Rajma Rice,North Indian,Veg,80,Yes
1420,165,Fish Curry,Seafood,Non-Veg,220,Yes
1421,165,Masala Dosa,South Indian,Veg,350,Yes
1422,165,Hyderabadi Biryani,Hyderabadi,Non-Veg,100,Yes
1423,165,Fish Moilee,Kerala,Non-Veg,500,Yes
1424,165,Paratha,North Indian,Veg,100,Yes
1425,165,Chicken Tikka,Mughlai,Non-Veg,180,Yes
1426,165,Paneer Tikka,North Indian,Veg,150,Yes
1427,166,Chole Bhature,North Indian,Veg,280,No
1428,166,Dal Makhani,North Indian,Veg,100,Yes
1429,166,Chicken Burger,Fast Food,Non-Veg,120,Yes
1430,166,Idli Sambar,South Indian,Veg,400,Yes
1431,166,Pav Bhaji,Street Food,Veg,200,No
1432,166,Fish Moilee,Kerala,Non-Veg,350,Yes
1433,167,Masala Dosa,South Indian,Veg,220,Yes
1434,167,Chole Bhature,North Indian,Veg,120,Yes
1435,167,Mutton Rogan Josh,Mughlai,Non-Veg,300,No
1436,167,Idli Sambar,South Indian,Veg,220,Yes
1437,167,Fish Curry,Seafood,Non-Veg,180,Yes
1438,167,Margherita Pizza,Italian,Veg,400,Yes
1439,167,Litti Chokha,North Indian,Veg,400,Yes
1440,167,Rajma Rice,North Indian,Veg,150,No
1441,167,Rasmalai,Desserts,Veg,450,No
1442,167,Hakka Noodles,Chinese,Veg,350,No
1443,168,Chicken Tikka,Mughlai,Non-Veg,300,No
1444,168,Veg Burger,Fast Food,Veg,500,Yes
1445,168,Gulab Jamun,Desserts,Veg,200,No
1446,168,Prawn Masala,Seafood,Non-Veg,500,Yes
1447,168,Chicken Burger,Fast Food,Non-Veg,200,Yes
1448,168,Appam Stew,Kerala,Veg,220,No
1449,168,Pav Bhaji,Street Food,Veg,200,Yes
1450,168,Idli Sambar,South Indian,Veg,300,Yes
1451,169,Chicken Manchurian,Chinese,Non-Veg,300,No
1452,169,Hyderabadi Biryani,Hyderabadi,Non-Veg,220,Yes
1453,169,Margherita Pizza,Italian,Veg,100,Yes
1454,169,Idli Sambar,South Indian,Veg,250,Yes
1455,169,Pav Bhaji,Street Food,Veg,150,Yes
1456,169,Dal Makhani,North Indian,Veg,220,Yes
1457,169,Chicken Burger,Fast Food,Non-Veg,120,Yes
1458,169,Fish Curry,Seafood,Non-Veg,250,Yes
1459,169,Paneer Tikka,North Indian,Veg,450,No
1460,170,Rajma Rice,North Indian,Veg,280,Yes
1461,170,Vada Pav,Street Food,Veg,400,Yes
1462,170,Veg Burger,Fast Food,Veg,120,Yes
1463,170,Dal Makhani,North Indian,Veg,150,No
1464,170,Thali,South Indian,Veg,250,Yes
1465,170,Chole Bhature,North Indian,Veg,180,Yes
1466,170,Prawn Masala,Seafood,Non-Veg,200,No
1467,170,Gulab Jamun,Desserts,Veg,100,Yes
1468,170,Chicken Pizza,Italian,Non-Veg,350,No
1469,170,Masala Dosa,South Indian,Veg,500,No
1470,170,Paratha,North Indian,Veg,150,Yes
1471,171,Chicken Tikka,Mughlai,Non-Veg,350,Yes
1472,171,Chole Bhature,North Indian,Veg,220,Yes
1473,171,Veg Burger,Fast Food,Veg,220,Yes
1474,171,Mutton Rogan Josh,Mughlai,Non-Veg,180,No
1475,171,Chicken Pizza,Italian,Non-Veg,300,Yes
1476,171,Prawn Masala,Seafood,Non-Veg,300,Yes
1477,171,Vada Pav,Street Food,Veg,220,Yes
1478,171,Fish Curry,Seafood,Non-Veg,200,Yes
1479,171,Appam Stew,Kerala,Veg,350,Yes
1480,171,Dal Makhani,North Indian,Veg,100,No
1481,172,Paratha,North Indian,Veg,250,Yes
1482,172,Hakka Noodles,Chinese,Veg,220,Yes
1483,172,Chicken Biryani,Biryani,Non-Veg,250,Yes
1484,172,Butter Chicken,North Indian,Non-Veg,450,Yes
1485,172,Dal Makhani,North Indian,Veg,100,Yes
1486,172,Fish Moilee,Kerala,Non-Veg,280,No
1487,172,Chicken Manchurian,Chinese,Non-Veg,500,No
1488,172,Chole Bhature,North Indian,Veg,280,Yes
1489,173,Margherita Pizza,Italian,Veg,100,Yes
1490,173,Rajma Rice,North Indian,Veg,220,Yes
1491,173,Chicken Tikka,Mughlai,Non-Veg,300,Yes
1492,173,Gulab Jamun,Desserts,Veg,450,No
1493,173,Chole Bhature,North Indian,Veg,220,Yes
1494,173,Veg Biryani,Biryani,Veg,200,Yes
1495,173,Masala Dosa,South Indian,Veg,500,Yes
1496,174,Margherita Pizza,Italian,Veg,150,Yes
1497,174,Fish Moilee,Kerala,Non-Veg,300,Yes
1498,174,Paratha,North Indian,Veg,250,Yes
1499,174,Mutton Rogan Josh,Mughlai,Non-Veg,400,Yes
1500,174,Pav Bhaji,Street Food,Veg,80,Yes
1501,174,Hyderabadi Biryani,Hyderabadi,Non-Veg,220,Yes
1502,174,Pani Puri,Street Food,Veg,280,Yes
1503,175,Idli Sambar,South Indian,Veg,180,No
1504,175,Chicken Burger,Fast Food,Non-Veg,100,No
1505,175,Chicken Pizza,Italian,Non-Veg,250,Yes
1506,175,Paratha,North Indian,Veg,220,Yes
1507,175,Margherita Pizza,Italian,Veg,150,Yes
1508,175,Fish Moilee,Kerala,Non-Veg,150,Yes
1509,176,Veg Biryani,Biryani,Veg,450,Yes
1510,176,Margherita Pizza,Italian,Veg,100,No
1511,176,Idli Sambar,South Indian,Veg,450,Yes
1512,176,Pav Bhaji,Street Food,Veg,300,Yes
1513,176,Appam Stew,Kerala,Veg,400,Yes
1514,177,Chole Bhature,North Indian,Veg,250,No
1515,177,Dal Makhani,North Indian,Veg,500,No
1516,177,Thali,South Indian,Veg,350,Yes
1517,177,Chicken Tikka,Mughlai,Non-Veg,350,Yes
1518,177,Fish Moilee,Kerala,Non-Veg,280,Yes
1519,177,Pani Puri,Street Food,Veg,180,Yes
1520,178,Chicken Biryani,Biryani,Non-Veg,100,Yes
1521,178,Rajma Rice,North Indian,Veg,280,Yes
1522,178,Paneer Tikka,North Indian,Veg,100,No
1523,178,Pani Puri,Street Food,Veg,80,Yes
1524,178,Chicken Pizza,Italian,Non-Veg,300,Yes
1525,178,Chicken Manchurian,Chinese,Non-Veg,450,Yes
1526,178,Rasmalai,Desserts,Veg,80,Yes
1527,178,Chole Bhature,North Indian,Veg,350,Yes
1528,178,Litti Chokha,North Indian,Veg,80,Yes
