order_item_id,order_id,menu_item_id,quantity,item_price,subtotal
3199,1282,1614,1,450,450
3200,1282,1623,2,280,560
3201,1283,4135,2,150,300
3202,1283,4137,2,120,240
3203,1283,4138,2,150,300
3204,1284,2237,1,120,120
3205,1284,2240,1,150,150
3206,1284,2236,2,120,240
3207,1284,2241,3,220,660
3208,1285,2250,1,350,350
3209,1285,2248,3,500,1500
3210,1286,4026,2,120,240
3211,1286,4030,3,150,450
3212,1286,4029,3,180,540
3213,1286,4032,1,500,500
3214,1287,81,3,120,360
3215,1287,87,3,450,1350
3216,1288,624,3,200,600
3217,1288,628,3,150,450
3218,1288,625,3,250,750
3219,1288,626,3,120,360
3220,1289,3227,3,500,1500
3221,1289,3230,1,280,280
3222,1290,802,2,80,160
3223,1290,801,2,220,440
3224,1290,800,1,120,120
3225,1291,1732,2,500,1000
3226,1291,1730,1,220,220
3227,1291,1733,3,250,750
3228,1291,1728,1,250,250
3229,1292,2331,3,400,1200
3230,1292,2333,3,300,900
3231,1292,2340,3,400,1200
3232,1292,2334,2,300,600
3233,1293,128,3,500,1500
3234,1294,2983,2,350,700
3235,1294,2981,1,150,150
3236,1294,2986,1,250,250
3237,1295,3432,3,500,1500
3238,1296,1988,3,300,900
3239,1296,1982,3,150,450
3240,1297,1870,2,220,440
3241,1297,1875,2,300,600
3242,1298,1510,2,100,200
3243,1298,1512,1,300,300
3244,1298,1511,1,450,450
3245,1299,2798,3,300,900
3246,1299,2805,2,220,440
3247,1299,2794,3,180,540
3248,1299,2795,1,80,80
3249,1300,2114,3,150,450
3250,1300,2112,1,120,120
3251,1300,2117,1,400,400
3252,1300,2118,2,250,500
3253,1301,503,1,180,180
3254,1301,508,1,500,500
3255,1301,501,3,350,1050
3256,1301,502,3,200,600
3257,1302,4151,1,200,200
3258,1302,4158,3,500,1500
3259,1302,4153,2,350,700
3260,1302,4159,2,100,200
3261,1303,332,1,300,300
3262,1303,334,3,280,840
3263,1304,1149,2,400,800
3264,1304,1151,3,350,1050
3265,1304,1145,1,80,80
3266,1305,3394,3,300,900
3267,1305,3393,1,200,200
3268,1305,3397,3,400,1200
3269,1305,3396,2,80,160
3270,1306,335,3,200,600
3271,1307,331,1,120,120
3272,1307,330,3,200,600
3273,1307,338,1,450,450
3274,1307,336,3,180,540
3275,1308,565,3,300,900
3276,1309,2358,3,120,360
3277,1309,2357,3,300,900
3278,1309,2359,3,450,1350
3279,1309,2362,1,100,100
3280,1310,1047,1,350,350
3281,1311,2565,3,350,1050
3282,1311,2560,2,200,400
3283,1311,2558,3,450,1350
3284,1312,3688,3,220,660
3285,1312,3690,3,180,540
3286,1312,3685,3,180,540
3287,1313,3611,2,250,500
3288,1313,3614,1,300,300
3289,1313,3612,3,500,1500
3290,1313,3609,2,80,160
3291,1314,314,2,500,1000
3292,1315,1228,2,120,240
3293,1315,1226,1,80,80
3294,1316,3551,3,250,750
3295,1316,3550,3,350,1050
3296,1317,394,3,100,300
3297,1317,396,3,500,1500
3298,1317,400,2,220,440
3299,1317,402,3,120,360
3300,1318,3317,1,180,180
3301,1318,3314,2,350,700
3302,1318,3315,3,300,900
3303,1319,1414,3,80,240
3304,1319,1412,3,180,540
3305,1319,1407,2,450,900
3306,1320,4034,1,100,100
3307,1320,4036,3,120,360
3308,1320,4035,2,220,440
3309,1320,4039,3,450,1350
3310,1321,3495,1,250,250
3311,1321,3499,2,350,700
3312,1322,2441,3,400,1200
3313,1322,2439,2,400,800
3314,1322,2440,3,220,660
3315,1322,2445,2,120,240
3316,1323,2147,2,200,400
3317,1323,2145,3,280,840
3318,1323,2146,3,200,600
3319,1323,2149,3,80,240
3320,1324,40,3,300,900
3321,1324,41,1,80,80
3322,1324,37,3,300,900
3323,1324,42,3,100,300
3324,1325,1725,3,150,450
3325,1326,560,3,500,1500
3326,1326,564,1,80,80
3327,1326,566,1,150,150
3328,1326,567,1,450,450
3329,1327,250,2,100,200
3330,1327,251,1,450,450
3331,1327,252,2,80,160
3332,1327,253,3,150,450
3333,1328,1508,3,150,450
3334,1328,1505,2,250,500
3335,1328,1504,3,100,300
3336,1329,561,1,350,350
3337,1330,1457,3,120,360
3338,1330,1455,3,150,450
3339,1330,1454,3,250,750
3340,1330,1458,1,250,250
3341,1331,3087,3,120,360
3342,1331,3091,3,120,360
3343,1331,3084,2,250,500
3344,1331,3093,1,80,80
3345,1332,687,3,250,750
3346,1332,686,1,350,350
3347,1332,685,1,450,450
3348,1333,687,1,250,250
3349,1333,688,3,280,840
3350,1334,3525,1,180,180
3351,1334,3530,3,350,1050
3352,1334,3520,1,150,150
3353,1334,3524,3,400,1200
3354,1335,5,1,220,220
3355,1335,3,2,80,160
3356,1335,1,2,100,200
3357,1335,2,2,150,300
3358,1336,1481,3,250,750
3359,1336,1485,2,100,200
3360,1337,623,3,100,300
3361,1338,4189,2,100,200
3362,1338,4184,2,250,500
3363,1339,3462,3,150,450
3364,1339,3459,3,180,540
3365,1339,3460,1,280,280
3366,1340,3007,1,200,200
3367,1341,4099,3,400,1200
3368,1342,2843,3,500,1500
3369,1342,2848,3,250,750
3370,1342,2842,2,100,200
3371,1343,2020,3,250,750
3372,1344,2556,1,500,500
3373,1344,2567,2,200,400
3374,1345,1602,2,100,200
3375,1345,1604,1,120,120
3376,1345,1601,1,400,400
3377,1346,20,2,80,160
3378,1346,14,1,100,100
3379,1346,19,2,280,560
3380,1346,15,2,300,600
3381,1347,414,2,150,300
3382,1347,418,3,80,240
3383,1347,417,3,200,600
3384,1348,3696,3,500,1500
3385,1348,3697,3,280,840
3386,1348,3695,1,120,120
3387,1349,457,1,150,150
3388,1349,458,1,150,150
3389,1349,461,3,100,300
3390,1349,460,1,150,150
3391,1350,1971,1,400,400
3392,1350,1965,1,500,500
3393,1351,1157,2,280,560
3394,1351,1152,2,200,400
3395,1351,1160,1,150,150
3396,1351,1159,2,80,160
3397,1352,268,1,250,250
3398,1352,271,2,400,800
3399,1353,185,3,180,540
3400,1354,4193,2,180,360
3401,1354,4199,2,280,560
3402,1354,4194,3,250,750
3403,1354,4196,1,300,300
3404,1355,1230,1,120,120
3405,1355,1237,1,500,500
3406,1356,146,1,100,100
3407,1356,153,3,280,840
3408,1356,147,1,280,280
3409,1357,1641,1,180,180
3410,1357,1642,1,500,500
3411,1357,1639,2,100,200
3412,1357,1640,2,500,1000
3413,1358,3427,2,450,900
3414,1359,1247,2,80,160
3415,1359,1246,3,400,1200
3416,1359,1243,2,350,700
3417,1359,1241,2,150,300
3418,1360,167,1,450,450
3419,1360,166,1,100,100
3420,1360,165,1,350,350
3421,1361,1706,1,150,150
3422,1362,1771,1,100,100
3423,1362,1768,2,220,440
3424,1362,1770,2,450,900
3425,1363,260,1,500,500
3426,1363,262,1,500,500
3427,1363,254,2,80,160
3428,1363,256,2,120,240
3429,1364,2068,1,120,120
3430,1364,2074,1,80,80
3431,1365,1844,1,300,300
3432,1365,1845,3,200,600
3433,1366,3963,3,400,1200
3434,1367,1416,2,80,160
3435,1367,1419,3,80,240
3436,1367,1420,3,220,660
3437,1367,1424,1,100,100
3438,1368,1792,2,500,1000
3439,1368,1786,2,180,360
3440,1368,1789,1,120,120
3441,1368,1791,2,400,800
3442,1369,3399,3,450,1350
3443,1369,3400,3,120,360
3444,1369,3401,2,400,800
3445,1370,3492,2,280,560
3446,1370,3490,1,280,280
3447,1370,3485,2,150,300
3448,1370,3482,1,180,180
3449,1371,1577,2,280,560
3450,1371,1575,2,220,440
3451,1371,1578,2,80,160
3452,1371,1576,2,300,600
3453,1372,4139,1,200,200
3454,1372,4145,3,250,750
3455,1372,4149,1,300,300
3456,1373,2480,2,180,360
3457,1374,1004,3,350,1050
3458,1374,1014,1,300,300
3459,1374,1010,3,450,1350
3460,1375,3486,2,80,160
3461,1375,3491,3,250,750
3462,1376,766,1,80,80
3463,1376,769,3,500,1500
3464,1376,774,1,180,180
3465,1377,696,2,200,400
3466,1377,699,1,200,200
3467,1378,3858,1,300,300
3468,1378,3864,2,280,560
3469,1378,3861,3,120,360
3470,1379,2493,2,100,200
3471,1379,2494,3,80,240
3472,1379,2498,3,500,1500
3473,1379,2497,3,280,840
3474,1380,948,3,120,360
3475,1380,949,1,120,120
3476,1380,945,2,100,200
3477,1381,2845,1,120,120
3478,1381,2847,2,450,900
3479,1381,2844,3,450,1350
3480,1382,1594,1,80,80
3481,1383,3309,3,500,1500
3482,1383,3311,2,100,200
3483,1383,3310,1,250,250
3484,1384,2794,1,180,180
3485,1384,2800,3,400,1200
3486,1384,2798,2,300,600
3487,1384,2799,2,250,500
3488,1385,3879,2,450,900
3489,1386,2472,3,450,1350
3490,1386,2476,3,500,1500
3491,1386,2475,2,220,440
3492,1387,2162,1,280,280
3493,1387,2160,3,120,360
3494,1387,2164,3,220,660
3495,1387,2163,2,280,560
3496,1388,209,2,280,560
3497,1388,208,1,450,450
3498,1388,218,2,100,200
3499,1388,213,1,450,450
3500,1389,3747,3,120,360
3501,1389,3744,1,280,280
3502,1389,3745,3,80,240
3503,1390,1247,2,80,160
3504,1390,1243,1,350,350
3505,1390,1246,3,400,1200
3506,1390,1241,1,150,150
3507,1391,2160,3,120,360
3508,1391,2161,3,80,240
3509,1392,1034,1,150,150
3510,1392,1035,2,250,500
3511,1393,353,1,250,250
3512,1393,347,3,250,750
3513,1394,2604,3,100,300
3514,1395,1957,2,250,500
3515,1395,1962,1,500,500
3516,1396,77,3,350,1050
3517,1396,74,2,100,200
3518,1396,72,3,150,450
3519,1397,3556,3,220,660
3520,1397,3560,1,350,350
3521,1398,169,1,80,80
3522,1399,3235,2,500,1000
3523,1399,3232,3,250,750
3524,1399,3234,2,300,600
3525,1400,2249,3,150,450
3526,1401,949,3,120,360
3527,1401,946,1,80,80
3528,1401,947,3,350,1050
3529,1401,948,3,120,360
3530,1402,669,3,150,450
3531,1402,663,2,200,400
3532,1402,666,1,220,220
3533,1403,3250,3,180,540
3534,1403,3258,2,250,500
3535,1403,3251,3,400,1200
3536,1403,3252,1,120,120
3537,1404,2207,1,300,300
3538,1404,2210,2,220,440
3539,1404,2208,2,120,240
3540,1404,2211,1,450,450
3541,1405,1086,1,200,200
3542,1405,1093,3,120,360
3543,1405,1091,3,120,360
3544,1405,1092,2,220,440
3545,1406,4004,1,450,450
3546,1406,4002,1,180,180
3547,1406,3998,3,300,900
3548,1406,4003,3,500,1500
3549,1407,181,2,80,160
3550,1407,185,3,180,540
3551,1408,4141,1,180,180
3552,1408,4146,3,280,840
3553,1408,4147,1,100,100
3554,1409,2184,2,100,200
3555,1409,2185,2,180,360
3556,1409,2181,1,500,500
3557,1409,2183,2,450,900
3558,1410,2661,3,220,660
3559,1411,3998,1,300,300
3560,1412,3633,2,250,500
3561,1412,3631,1,180,180
3562,1412,3634,1,220,220
3563,1412,3637,2,120,240
3564,1413,3412,3,450,1350
3565,1413,3415,2,220,440
3566,1413,3413,2,200,400
3567,1413,3420,2,450,900
3568,1414,1163,3,180,540
3569,1415,2709,2,350,700
3570,1415,2707,2,80,160
3571,1415,2706,3,400,1200
3572,1416,1511,2,450,900
3573,1416,1510,2,100,200
3574,1416,1509,2,450,900
3575,1417,3357,2,200,400
3576,1418,3206,3,180,540
3577,1418,3205,2,450,900
3578,1418,3213,2,80,160
3579,1419,2645,3,100,300
3580,1419,2650,3,100,300
3581,1420,4150,3,300,900
3582,1420,4157,3,180,540
3583,1420,4154,1,400,400
3584,1420,4155,3,120,360
3585,1421,698,3,100,300
3586,1421,691,2,120,240
3587,1422,1093,1,120,120
3588,1422,1091,1,120,120
3589,1423,2724,2,150,300
3590,1423,2726,1,500,500
3591,1424,1115,3,220,660
3592,1424,1112,3,450,1350
3593,1425,3863,1,400,400
3594,1425,3866,1,450,450
3595,1425,3864,1,280,280
3596,1425,3865,2,350,700
3597,1426,3745,2,80,160
3598,1427,1397,1,500,500
3599,1427,1396,3,120,360
3600,1427,1403,1,120,120
3601,1427,1398,3,150,450
3602,1428,2262,1,80,80
3603,1428,2265,2,300,600
3604,1428,2260,1,100,100
3605,1428,2257,2,180,360
3606,1429,701,3,180,540
3607,1429,709,3,280,840
3608,1429,708,3,220,660
3609,1430,3930,3,250,750
3610,1430,3927,1,80,80
3611,1430,3924,2,400,800
3612,1430,3929,2,400,800
3613,1431,3185,1,200,200
3614,1431,3189,3,280,840
3615,1431,3182,3,100,300
3616,1432,3299,2,500,1000
3617,1433,2769,1,220,220
3618,1433,2770,1,200,200
3619,1433,2771,3,180,540
3620,1434,1951,2,80,160
3621,1434,1953,1,200,200
3622,1434,1945,2,450,900
3623,1434,1956,3,200,600
3624,1435,3048,3,400,1200
3625,1436,972,3,80,240
3626,1436,974,1,220,220
3627,1437,1387,3,100,300
3628,1438,1909,2,120,240
3629,1439,830,2,300,600
3630,1439,828,2,220,440
3631,1439,825,1,250,250
3632,1440,419,2,220,440
3633,1441,2954,1,450,450
3634,1442,2896,3,300,900
3635,1443,1706,3,150,450
3636,1444,1018,1,150,150
3637,1444,1016,1,400,400
3638,1445,3350,3,300,900
3639,1446,3818,3,200,600
3640,1447,2919,1,250,250
3641,1447,2926,3,450,1350
3642,1447,2923,1,350,350
3643,1447,2927,1,500,500
3644,1448,2614,1,400,400
3645,1449,1307,2,350,700
3646,1449,1311,2,200,400
3647,1450,3762,3,280,840
3648,1450,3768,1,350,350
3649,1450,3760,2,280,560
3650,1451,3388,3,220,660
3651,1451,3390,3,80,240
3652,1452,428,3,120,360
3653,1452,429,1,300,300
3654,1452,431,3,400,1200
3655,1452,427,2,180,360
3656,1453,3014,3,450,1350
3657,1453,3019,2,450,900
3658,1454,1402,3,80,240
3659,1454,1398,2,150,300
3660,1454,1404,3,80,240
3661,1454,1396,1,120,120
3662,1455,2286,3,180,540
3663,1455,2289,2,350,700
3664,1456,917,3,300,900
3665,1456,915,3,120,360
3666,1456,916,2,200,400
3667,1457,845,2,500,1000
3668,1457,844,3,120,360
3669,1458,4107,2,200,400
3670,1458,4105,1,450,450
3671,1458,4103,3,80,240
3672,1459,1431,3,200,600
3673,1459,1427,1,280,280
3674,1459,1429,3,120,360
3675,1459,1430,3,400,1200
3676,1460,421,3,500,1500
3677,1461,3384,3,300,900
3678,1462,4314,1,350,350
3679,1463,3465,1,300,300
3680,1463,3472,3,80,240
3681,1463,3470,2,180,360
3682,1464,641,1,400,400
3683,1464,648,1,80,80
3684,1465,2019,3,400,1200
3685,1466,3287,2,120,240
3686,1467,3603,1,450,450
3687,1467,3605,3,450,1350
3688,1467,3607,3,500,1500
3689,1467,3608,3,100,300
3690,1468,2557,1,400,400
3691,1468,2560,3,200,600
3692,1468,2556,3,500,1500
3693,1468,2562,2,400,800
3694,1469,1891,1,350,350
3695,1469,1890,1,220,220
3696,1470,3704,2,200,400
3697,1470,3703,1,400,400
3698,1471,458,2,150,300
3699,1472,1512,2,300,600
3700,1472,1513,3,400,1200
3701,1473,3085,3,200,600
3702,1473,3094,2,150,300
3703,1474,2545,2,450,900
3704,1475,415,2,220,440
3705,1475,413,2,250,500
3706,1475,414,3,150,450
3707,1475,417,1,200,200
3708,1476,2834,2,250,500
3709,1476,2839,1,200,200
3710,1477,3997,3,450,1350
3711,1477,3995,1,350,350
3712,1477,3993,3,80,240
3713,1478,114,1,400,400
3714,1478,113,2,150,300
3715,1478,108,1,80,80
3716,1479,3693,3,180,540
3717,1479,3685,3,180,540
3718,1479,3686,2,180,360
3719,1479,3690,3,180,540
3720,1480,712,2,220,440
3721,1480,718,3,100,300
3722,1480,714,2,500,1000
3723,1481,2307,3,300,900
3724,1481,2304,1,350,350
3725,1481,2308,3,180,540
3726,1481,2303,3,450,1350
3727,1482,3404,3,220,660
3728,1482,3408,2,150,300
3729,1482,3409,2,80,160
3730,1483,459,1,80,80
3731,1483,458,2,150,300
3732,1483,455,3,150,450
3733,1484,581,3,150,450
3734,1484,584,1,100,100
3735,1484,580,1,300,300
3736,1484,582,3,120,360
3737,1485,1358,1,220,220
3738,1486,4015,2,220,440
3739,1486,4022,1,250,250
3740,1486,4013,3,200,600
3741,1486,4012,3,80,240
3742,1487,2473,2,450,900
3743,1488,319,1,400,400
3744,1488,317,1,400,400
3745,1489,1992,3,120,360
3746,1489,1991,3,500,1500
3747,1490,4030,2,150,300
3748,1490,4028,2,400,800
3749,1491,188,1,220,220
3750,1491,186,3,250,750
3751,1491,189,2,100,200
3752,1491,190,1,200,200
3753,1492,2509,3,500,1500
3754,1492,2506,2,150,300
3755,1492,2502,2,500,1000
3756,1492,2499,3,350,1050
3757,1493,4208,1,280,280
3758,1493,4211,3,180,540
3759,1493,4202,3,280,840
3760,1493,4205,3,300,900
3761,1494,2141,2,120,240
3762,1494,2137,3,180,540
3763,1494,2140,3,500,1500
3764,1494,2142,1,500,500
3765,1495,239,2,180,360
3766,1495,241,2,100,200
3767,1496,1327,2,100,200
3768,1496,1328,2,220,440
3769,1496,1326,1,400,400
3770,1497,2555,2,100,200
3771,1497,2554,2,180,360
3772,1498,1578,2,80,160
3773,1498,1572,2,400,800
3774,1498,1573,3,300,900
3775,1498,1574,1,280,280
3776,1499,1134,1,450,450
3777,1499,1132,2,180,360
3778,1499,1129,1,200,200
3779,1500,3329,1,350,350
3780,1500,3328,3,450,1350
3781,1500,3325,1,500,500
3782,1501,3621,1,220,220
3783,1501,3620,3,400,1200
3784,1502,2825,1,200,200
3785,1503,3492,1,280,280
3786,1504,244,2,80,160
3787,1504,247,2,80,160
3788,1504,245,1,250,250
3789,1504,248,2,150,300
3790,1505,4108,3,250,750
3791,1505,4111,2,250,500
3792,1505,4114,1,220,220
3793,1506,541,1,400,400
3794,1506,539,2,200,400
3795,1506,538,3,120,360
3796,1506,536,2,80,160
3797,1507,2785,1,300,300
3798,1507,2792,1,100,100
3799,1508,651,2,400,800
3800,1509,174,1,280,280
3801,1509,172,2,100,200
3802,1510,1800,2,120,240
3803,1510,1798,1,120,120
3804,1511,2733,2,300,600
3805,1511,2736,2,350,700
3806,1511,2732,1,120,120
3807,1511,2729,2,400,800
3808,1512,2754,3,500,1500
3809,1512,2755,3,200,600
3810,1512,2757,3,200,600
3811,1513,1091,2,120,240
3812,1513,1083,1,100,100
3813,1513,1088,3,150,450
3814,1514,145,2,300,600
3815,1515,1657,2,80,160
3816,1516,1176,2,350,700
3817,1517,703,1,350,350
3818,1517,702,2,280,560
3819,1517,709,1,280,280
3820,1517,710,1,220,220
3821,1518,4129,2,180,360
3822,1518,4127,1,350,350
3823,1519,1986,2,100,200
3824,1519,1985,3,450,1350
3825,1520,2552,1,300,300
3826,1520,2553,3,200,600
3827,1521,3505,1,300,300
3828,1521,3503,2,500,1000
3829,1521,3506,3,120,360
3830,1521,3508,1,180,180
3831,1522,145,3,300,900
3832,1522,142,2,220,440
3833,1522,144,3,200,600
3834,1522,141,3,150,450
3835,1523,844,1,120,120
3836,1523,849,3,250,750
3837,1523,845,3,500,1500
3838,1524,1677,3,180,540
3839,1524,1671,1,180,180
3840,1525,2576,3,100,300
3841,1525,2584,3,400,1200
3842,1525,2579,2,280,560
3843,1525,2577,2,280,560
3844,1526,44,2,200,400
3845,1526,41,3,80,240
3846,1527,3401,3,400,1200
3847,1528,3236,3,300,900
3848,1528,3233,3,120,360
3849,1529,777,3,120,360
3850,1529,781,2,120,240
3851,1529,785,3,220,660
3852,1530,3738,1,450,450
3853,1531,1781,2,100,200
3854,1532,2195,2,80,160
3855,1532,2194,1,150,150
3856,1532,2196,1,350,350
3857,1533,1724,1,300,300
3858,1533,1727,2,400,800
3859,1534,2596,3,400,1200
3860,1534,2587,2,280,560
3861,1534,2597,2,80,160
3862,1534,2593,2,80,160
3863,1535,883,1,450,450
3864,1535,879,2,100,200
3865,1535,876,1,500,500
3866,1536,1146,2,400,800
3867,1536,1148,3,80,240
3868,1536,1145,3,80,240
3869,1537,758,1,220,220
3870,1537,759,3,150,450
3871,1538,1071,3,450,1350
3872,1539,2691,2,300,600
3873,1539,2692,3,400,1200
3874,1539,2690,1,280,280
3875,1539,2693,1,180,180
3876,1540,3191,1,180,180
3877,1540,3193,3,150,450
3878,1540,3197,2,180,360
3879,1540,3196,1,450,450
3880,1541,3426,3,120,360
3881,1541,3430,1,150,150
3882,1541,3424,1,180,180
3883,1542,562,1,80,80
3884,1542,560,3,500,1500
3885,1542,568,2,280,560
3886,1543,2548,2,280,560
3887,1543,2550,2,180,360
3888,1543,2546,3,250,750
3889,1543,2547,1,250,250
3890,1544,3431,1,150,150
3891,1544,3435,3,220,660
3892,1544,3434,3,400,1200
3893,1544,3432,1,500,500
3894,1545,2552,2,300,600
3895,1545,2555,1,100,100
3896,1545,2551,1,100,100
3897,1546,4251,1,250,250
3898,1546,4250,2,80,160
3899,1546,4252,1,400,400
3900,1547,2360,2,100,200
3901,1547,2364,1,350,350
3902,1548,3893,2,120,240
3903,1548,3892,1,500,500
3904,1548,3891,2,400,800
3905,1548,3894,2,250,500
3906,1549,1197,2,450,900
3907,1550,1164,1,200,200
3908,1550,1163,3,180,540
3909,1551,2054,1,500,500
3910,1552,3707,1,120,120
3911,1553,2916,3,150,450
3912,1553,2912,2,500,1000
3913,1554,425,3,280,840
3914,1554,420,3,500,1500
3915,1555,881,3,300,900
3916,1555,882,2,120,240
3917,1555,876,3,500,1500
3918,1555,874,3,180,540
3919,1556,1131,2,120,240
3920,1557,3532,2,180,360
3921,1557,3534,2,300,600
3922,1557,3536,2,450,900
3923,1558,3034,3,450,1350
3924,1558,3035,3,450,1350
3925,1558,3036,1,150,150
3926,1558,3037,2,250,500
3927,1559,3334,1,200,200
3928,1560,3227,2,500,1000
3929,1560,3225,1,180,180
3930,1560,3226,1,180,180
3931,1561,424,3,220,660
3932,1561,419,2,220,440
3933,1561,426,2,280,560
3934,1562,537,3,220,660
3935,1562,536,3,80,240
3936,1563,3481,1,200,200
3937,1563,3480,1,100,100
3938,1563,3477,2,120,240
3939,1564,209,3,280,840
3940,1564,215,1,180,180
3941,1565,1957,2,250,500
3942,1565,1960,2,300,600
3943,1565,1964,3,400,1200
3944,1565,1958,3,300,900
3945,1566,608,2,250,500
3946,1566,611,2,120,240
3947,1566,606,3,80,240
3948,1566,605,2,400,800
3949,1567,1300,3,450,1350
3950,1568,1943,2,450,900
3951,1568,1941,1,120,120
3952,1568,1940,2,400,800
3953,1569,228,1,250,250
3954,1569,230,2,150,300
3955,1569,229,1,80,80
3956,1569,227,3,280,840
3957,1570,2712,1,280,280
3958,1570,2717,1,220,220
3959,1570,2713,3,400,1200
3960,1571,3850,1,120,120
3961,1572,2856,1,300,300
3962,1572,2850,1,80,80
3963,1572,2854,3,500,1500
3964,1572,2852,1,200,200
3965,1573,3578,2,100,200
3966,1573,3576,3,500,1500
3967,1573,3575,3,350,1050
3968,1574,4092,2,120,240
3969,1575,245,2,250,500
3970,1575,247,3,80,240
3971,1575,248,1,150,150
3972,1575,244,1,80,80
3973,1576,3967,1,500,500
3974,1577,3712,3,120,360
3975,1577,3708,1,200,200
3976,1577,3716,3,100,300
3977,1577,3711,1,250,250
3978,1578,3047,3,300,900
3979,1578,3045,1,150,150
3980,1578,3046,1,120,120
3981,1578,3051,1,100,100
3982,1579,4270,2,500,1000
3983,1580,1231,1,500,500
3984,1581,1187,2,120,240
3985,1581,1182,2,450,900
3986,1581,1179,2,150,300
3987,1582,605,1,400,400
3988,1582,607,2,180,360
3989,1583,3997,3,450,1350
3990,1583,3993,1,80,80
3991,1583,3992,3,280,840
3992,1584,1095,2,100,200
3993,1584,1100,2,100,200
3994,1584,1101,1,280,280
3995,1585,3623,1,150,150
3996,1585,3621,1,220,220
3997,1586,872,2,180,360
3998,1587,3395,3,300,900
3999,1587,3393,3,200,600
4000,1587,3397,2,400,800
4001,1587,3396,2,80,160
4002,1588,3270,2,80,160
4003,1588,3273,2,500,1000
4004,1588,3268,2,180,360
4005,1589,3594,3,350,1050
4006,1589,3600,2,500,1000
4007,1589,3591,2,350,700
4008,1589,3596,1,100,100
4009,1590,953,2,300,600
4010,1590,957,3,500,1500
4011,1590,954,1,220,220
4012,1591,4111,1,250,250
4013,1591,4112,2,200,400
4014,1591,4110,2,100,200
4015,1592,589,1,220,220
4016,1592,592,1,220,220
4017,1592,591,1,400,400
4018,1592,586,1,100,100
4019,1593,3011,2,280,560
4020,1593,3001,2,120,240
4021,1593,3002,2,450,900
4022,1593,3006,1,280,280
4023,1594,68,3,180,540
4024,1595,309,2,280,560
4025,1595,315,3,200,600
4026,1595,314,3,500,1500
4027,1596,3954,3,350,1050
4028,1596,3960,3,250,750
4029,1597,2286,3,180,540
4030,1597,2291,2,200,400
4031,1598,1712,3,100,300
4032,1598,1711,3,350,1050
4033,1598,1714,2,150,300
4034,1599,3996,1,400,400
4035,1599,3994,3,400,1200
4036,1600,1613,1,150,150
4037,1601,2002,3,200,600
4038,1601,2003,1,450,450
4039,1601,2007,1,500,500
4040,1602,4261,3,400,1200
4041,1602,4259,3,200,600
4042,1602,4264,3,200,600
4043,1603,230,3,150,450
4044,1603,229,1,80,80
4045,1603,227,1,280,280
4046,1604,1891,2,350,700
4047,1604,1892,2,100,200
4048,1605,3505,2,300,600
4049,1605,3508,2,180,360
4050,1605,3506,1,120,120
4051,1605,3507,3,180,540
4052,1606,1258,3,200,600
4053,1606,1252,3,500,1500
4054,1606,1256,2,350,700
4055,1606,1254,1,200,200
4056,1607,675,3,80,240
4057,1608,1310,3,250,750
4058,1608,1307,3,350,1050
4059,1608,1308,1,180,180
4060,1609,1284,3,450,1350
4061,1609,1280,3,100,300
4062,1609,1285,3,280,840
4063,1609,1286,3,500,1500
4064,1610,3192,3,400,1200
4065,1611,3226,3,180,540
4066,1612,10,3,120,360
4067,1613,1792,1,500,500
4068,1613,1785,3,250,750
4069,1613,1787,3,280,840
4070,1614,3362,1,150,150
4071,1614,3363,2,280,560
4072,1614,3361,3,150,450
4073,1614,3358,1,80,80
4074,1615,2554,2,180,360
4075,1616,1140,1,250,250
4076,1616,1138,2,500,1000
4077,1616,1142,3,150,450
4078,1616,1141,1,150,150
4079,1617,975,3,150,450
4080,1617,969,1,300,300
4081,1617,973,2,400,800
4082,1618,2850,2,80,160
4083,1619,2182,2,280,560
4084,1619,2184,3,100,300
4085,1619,2180,2,200,400
4086,1620,3748,3,450,1350
4087,1620,3745,3,80,240
4088,1620,3746,3,200,600
4089,1620,3747,2,120,240
4090,1621,2794,1,180,180
4091,1621,2803,1,80,80
4092,1622,3417,3,500,1500
4093,1622,3416,3,400,1200
4094,1622,3419,3,250,750
4095,1622,3413,1,200,200
4096,1623,2238,2,80,160
4097,1624,1435,3,300,900
4098,1624,1441,2,450,900
4099,1625,1979,3,300,900
4100,1625,1976,1,180,180
4101,1625,1978,2,200,400
4102,1626,923,3,450,1350
4103,1626,927,3,400,1200
4104,1627,1611,1,180,180
4105,1627,1606,1,250,250
4106,1627,1607,3,500,1500
4107,1628,3698,3,300,900
4108,1628,3695,2,120,240
4109,1628,3697,2,280,560
4110,1629,2180,2,200,400
4111,1629,2188,1,250,250
4112,1629,2186,2,250,500
4113,1629,2182,1,280,280
4114,1630,3427,3,450,1350
4115,1631,869,2,280,560
4116,1631,870,1,400,400
4117,1631,867,3,280,840
4118,1631,866,2,280,560
4119,1632,3840,1,250,250
4120,1632,3841,3,250,750
4121,1632,3842,3,450,1350
4122,1632,3839,2,220,440
4123,1633,3873,1,400,400
4124,1633,3881,1,80,80
4125,1634,3882,2,150,300
4126,1635,2136,1,450,450
4127,1635,2132,3,500,1500
4128,1635,2134,2,300,600
4129,1635,2131,1,350,350
4130,1636,1239,1,300,300
4131,1636,1236,1,220,220
4132,1636,1231,3,500,1500
4133,1636,1238,1,80,80
4134,1637,1552,1,200,200
4135,1637,1560,3,100,300
4136,1637,1557,2,80,160
4137,1638,568,2,280,560
