review_id,order_id,customer_id,restaurant_id,food_rating,delivery_rating,overall_rating,review_comment,review_date
722,62,1204,411,2,3,4.9,Food was not as per menu description.,2023-02-17
723,2054,1282,489,1,2,1.0,Restaurant staff was helpful.,2022-10-21
724,4212,1317,468,2,4,3.4,"Fast delivery, fresh food.",2022-10-14
725,1841,1856,276,3,4,2.2,"Very bad experience, food was cold.",2022-06-17
726,4041,1034,121,1,4,2.4,"Too oily, not recommended.",2022-07-18
727,445,1277,122,2,1,3.5,Disappointed with the quality.,2022-10-18
728,1004,1014,48,3,3,4.1,"Average food, nothing special.",2023-10-19
729,442,1780,176,5,5,2.9,"Good quality, reasonable price.",2023-06-27
730,4878,1823,451,3,2,5.0,"Good quality, reasonable price.",2023-08-18
731,3515,1874,276,5,5,1.5,"Very bad experience, food was cold.",2023-03-23
732,543,1039,38,1,1,2.2,Loved the paneer dishes.,2023-08-21
733,433,99,194,2,2,3.6,"Fast delivery, fresh food.",2023-09-23
734,2485,1349,464,5,1,1.2,Portion size could be bigger.,2022-08-17
735,4013,1281,187,2,3,4.0,Excellent taste and packaging.,2023-08-09
736,4971,455,3,1,5,2.9,"Good quality, reasonable price.",2023-06-29
737,3046,1044,420,1,4,4.9,"Amazing food, will order again!",2022-05-15
738,4633,1176,301,3,4,4.6,Value for money.,2023-02-17
739,521,320,449,4,4,4.9,"Very bad experience, food was cold.",2023-05-21
740,4762,731,191,4,1,3.8,Restaurant staff was helpful.,2022-04-04
741,4217,547,269,5,3,1.5,Excellent taste and packaging.,2023-01-19
742,1137,1895,460,1,2,4.3,"Too oily, not recommended.",2022-09-19
743,531,1453,220,5,3,4.1,"Very bad experience, food was cold.",2023-07-21
744,4915,1134,111,4,5,3.7,"Average food, nothing special.",2022-04-14
745,76,1842,63,1,1,2.4,"Average food, nothing special.",2022-03-04
746,97,1395,291,2,3,1.2,One of my favourite restaurants.,2023-04-22
747,828,258,232,1,4,1.5,Value for money.,2023-11-14
748,1967,456,400,5,3,1.4,"Too oily, not recommended.",2023-12-27
749,2398,1358,41,5,2,2.9,Will definitely recommend to friends.,2022-06-30
750,3020,390,358,2,1,1.1,"Decent food, average service.",2022-05-19
751,2868,1792,30,3,1,1.8,Loved the paneer dishes.,2023-01-31
752,4073,107,351,1,2,3.0,"Decent food, average service.",2023-06-17
753,1569,1498,29,3,4,2.8,"Good quality, reasonable price.",2022-06-16
754,3544,1965,294,2,4,1.4,Excellent taste and packaging.,2023-03-18
755,2342,721,240,5,2,1.3,Restaurant staff was helpful.,2022-05-27
756,153,136,389,4,4,2.2,Portion size could be bigger.,2023-10-19
757,539,1626,167,1,2,1.8,Disappointed with the quality.,2022-03-25
758,3418,1848,67,4,2,3.7,Loved the paneer dishes.,2022-04-12
759,3444,674,235,3,1,4.4,Excellent taste and packaging.,2022-06-16
760,4434,1013,183,1,5,1.1,Value for money.,2022-09-24
761,2189,544,348,3,3,1.0,"Fast delivery, fresh food.",2022-08-07
762,3550,1818,72,4,2,3.2,Disappointed with the quality.,2022-11-08
763,1042,938,452,5,2,2.9,Hygienic and tasty.,2022-11-07
764,398,1389,181,1,3,2.1,"Very bad experience, food was cold.",2022-10-24
765,3467,1893,207,1,1,4.0,"Fast delivery, fresh food.",2024-01-02
766,2949,89,330,2,5,1.1,Food was not as per menu description.,2022-07-15
767,4048,1204,279,1,4,4.3,"Amazing food, will order again!",2023-01-19
768,2080,772,182,3,4,3.7,Great ambience and service.,2023-09-05
769,353,1582,20,3,1,3.8,Portion size could be bigger.,2022-12-04
770,985,1409,16,1,3,3.5,"Amazing food, will order again!",2022-11-24
771,2644,1264,255,5,1,1.6,"Fast delivery, fresh food.",2022-06-11
772,1984,1493,46,1,5,2.4,Restaurant staff was helpful.,2022-06-17
773,3389,14,13,5,1,3.4,Value for money.,2023-01-05
774,4134,1112,356,5,4,4.2,Delivery was late but food was good.,2022-01-10
775,305,1298,408,2,4,4.0,One of my favourite restaurants.,2022-11-24
776,3768,252,80,2,3,1.5,Disappointed with the quality.,2022-10-18
777,4220,815,339,5,4,1.6,Excellent taste and packaging.,2023-03-21
778,4707,1975,453,4,3,2.1,Value for money.,2022-04-19
779,563,1155,168,3,4,1.8,Restaurant staff was helpful.,2022-04-03
780,2525,1368,165,3,1,4.6,"Too oily, not recommended.",2022-01-17
781,3938,1719,83,5,2,2.1,"Very bad experience, food was cold.",2022-12-23
782,1512,1865,322,2,2,2.5,Excellent taste and packaging.,2023-07-10
783,4532,467,16,4,4,3.2,"Too oily, not recommended.",2022-12-09
784,3070,174,304,3,1,1.9,Great ambience and service.,2023-09-06
785,198,1365,470,3,3,1.8,Restaurant staff was helpful.,2022-02-25
786,4155,994,93,3,5,2.8,Excellent taste and packaging.,2022-01-26
787,1955,555,493,3,3,3.5,Hygienic and tasty.,2022-05-24
788,636,1125,426,5,3,4.7,"Very bad experience, food was cold.",2023-08-26
789,2961,785,184,3,3,2.4,"Good quality, reasonable price.",2022-04-29
790,2697,978,391,5,1,3.2,One of my favourite restaurants.,2022-03-30
791,452,1756,12,4,4,3.4,"Amazing food, will order again!",2023-09-17
792,1270,1864,484,2,3,3.2,Value for money.,2022-01-30
793,1609,1916,150,3,3,3.6,"Fast delivery, fresh food.",2023-03-24
794,453,57,230,4,3,2.6,Restaurant staff was helpful.,2023-05-30
795,206,716,236,5,5,4.2,Hygienic and tasty.,2022-12-10
796,1584,58,130,4,5,2.9,Will definitely recommend to friends.,2023-01-23
797,4926,1733,434,2,3,3.3,Best biryani in the city!,2023-11-13
798,4017,213,253,5,4,4.3,"Very bad experience, food was cold.",2023-10-01
799,626,203,219,5,1,2.2,"Good quality, reasonable price.",2023-04-17
800,1723,1223,258,5,2,2.3,Delivery was late but food was good.,2023-03-20
801,1330,1905,169,2,5,1.0,Value for money.,2022-06-24
802,3385,1920,192,1,5,2.7,"Too oily, not recommended.",2023-05-05
803,1502,497,329,4,2,2.8,Hygienic and tasty.,2022-11-23
804,2928,768,431,2,3,4.2,Food was not as per menu description.,2022-07-08
805,4160,573,227,2,1,3.0,"Decent food, average service.",2022-12-02
806,2768,68,19,1,3,3.4,Best biryani in the city!,2022-04-04
807,4153,326,499,1,2,3.6,Delivery was late but food was good.,2022-05-23
808,2440,167,257,5,5,2.3,Hygienic and tasty.,2022-08-31
809,2813,1368,362,2,1,2.6,Hygienic and tasty.,2023-10-06
810,217,386,75,2,2,2.0,Disappointed with the quality.,2022-02-04
811,349,1276,108,2,4,2.4,Great ambience and service.,2022-04-19
812,1581,86,140,2,5,1.2,Loved the paneer dishes.,2023-05-27
813,2539,1414,9,2,1,2.2,"Good quality, reasonable price.",2022-10-11
814,2577,1584,157,4,2,1.6,"Fast delivery, fresh food.",2023-12-19
815,1311,672,299,3,1,2.7,Food was not as per menu description.,2023-12-13
816,2761,163,417,2,3,1.5,"Amazing food, will order again!",2022-05-25
817,112,84,476,4,5,4.4,Great ambience and service.,2022-11-18
818,509,1402,466,2,1,1.9,"Average food, nothing special.",2023-03-03
819,1264,1243,147,2,3,3.5,Restaurant staff was helpful.,2023-01-08
820,258,1279,475,5,5,1.5,Excellent taste and packaging.,2023-11-09
821,2561,989,262,4,4,4.2,Portion size could be bigger.,2023-10-20
822,124,451,397,2,3,1.2,"Good quality, reasonable price.",2022-07-03
823,2996,327,219,3,1,2.9,Disappointed with the quality.,2023-02-25
824,3963,563,217,5,1,4.1,Great ambience and service.,2022-12-06
825,3919,618,346,4,5,4.6,One of my favourite restaurants.,2023-08-23
826,336,608,104,5,2,3.5,"Very bad experience, food was cold.",2022-03-01
827,674,532,382,1,2,2.3,"Very bad experience, food was cold.",2023-03-08
828,4889,823,496,2,2,3.9,Hygienic and tasty.,2023-03-13
829,1643,272,138,2,5,3.7,Restaurant staff was helpful.,2023-03-21
830,4606,1602,32,5,1,4.8,Loved the paneer dishes.,2022-06-12
831,1135,1355,111,2,3,4.8,"Fast delivery, fresh food.",2023-06-25
832,4752,851,342,4,3,4.9,Portion size could be bigger.,2022-07-17
833,1653,417,437,3,3,4.0,Disappointed with the quality.,2022-07-10
834,1482,644,397,5,2,1.7,Best biryani in the city!,2022-09-29
835,1655,331,121,5,5,1.3,"Fast delivery, fresh food.",2022-04-11
836,274,1583,69,1,1,2.2,"Good quality, reasonable price.",2023-10-18
837,1855,1805,88,4,4,1.9,Portion size could be bigger.,2023-11-11
838,2765,1416,325,4,4,2.2,"Too oily, not recommended.",2022-04-09
839,3979,656,472,1,3,3.0,"Fast delivery, fresh food.",2022-06-09
840,3416,1361,130,5,2,1.8,"Good quality, reasonable price.",2022-07-24
841,2825,1158,455,4,3,3.9,Excellent taste and packaging.,2023-04-11
842,4994,369,137,1,5,1.8,"Amazing food, will order again!",2022-09-07
843,4855,1741,310,1,3,4.8,Excellent taste and packaging.,2023-10-20
844,1654,90,228,1,4,4.7,"Average food, nothing special.",2022-08-12
845,1852,1540,106,5,5,2.3,"Average food, nothing special.",2023-10-08
846,3408,1967,465,5,4,3.1,"Average food, nothing special.",2022-02-06
847,1563,929,405,5,4,2.1,"Very bad experience, food was cold.",2023-09-30
848,1705,1061,453,5,1,2.8,"Very bad experience, food was cold.",2023-07-22
849,3235,1369,461,2,2,1.4,Portion size could be bigger.,2023-08-04
850,426,1650,222,4,3,1.5,"Very bad experience, food was cold.",2023-07-08
851,1256,1082,121,1,2,3.1,"Average food, nothing special.",2023-08-23
852,3137,95,176,3,3,2.3,Portion size could be bigger.,2023-09-24
853,232,1730,293,3,2,4.1,Great ambience and service.,2023-11-03
854,3233,1779,283,2,4,2.2,Hygienic and tasty.,2022-04-30
855,4024,1672,45,1,1,3.7,Hygienic and tasty.,2023-02-03
856,1275,1119,498,3,2,1.5,"Average food, nothing special.",2022-02-22
857,2481,597,77,1,3,1.6,"Decent food, average service.",2023-02-26
858,2854,109,32,1,5,1.3,"Fast delivery, fresh food.",2022-09-22
859,1443,760,199,5,4,1.6,Great ambience and service.,2023-09-24
860,4294,1250,339,2,3,4.9,Delivery was late but food was good.,2022-05-06
861,2309,1144,167,5,2,2.5,Restaurant staff was helpful.,2022-10-13
862,1886,1826,54,2,4,2.4,Food was not as per menu description.,2023-11-12
863,1384,1222,326,5,4,3.6,"Very bad experience, food was cold.",2022-04-07
864,2038,899,417,5,1,4.5,Excellent taste and packaging.,2023-05-16
865,1105,291,350,3,2,2.9,Disappointed with the quality.,2023-03-17
866,4531,1373,150,5,5,2.7,"Too oily, not recommended.",2022-02-04
867,2423,284,137,4,4,3.9,Best biryani in the city!,2023-07-19
868,728,1516,159,5,2,3.8,"Very bad experience, food was cold.",2023-10-30
869,669,444,145,2,5,3.5,Delivery was late but food was good.,2023-07-23
870,2496,1992,357,3,4,4.7,"Fast delivery, fresh food.",2023-08-01
871,1407,802,23,1,3,3.3,Will definitely recommend to friends.,2022-08-19
872,4661,693,212,4,1,3.1,Best biryani in the city!,2022-09-23
873,415,218,29,4,3,2.4,"Amazing food, will order again!",2022-08-13
874,3318,1344,80,3,1,3.6,"Fast delivery, fresh food.",2022-12-27
875,2365,47,420,2,3,4.7,"Very bad experience, food was cold.",2022-12-05
876,2291,241,339,5,3,3.2,One of my favourite restaurants.,2022-06-23
877,1973,1920,254,5,3,3.6,Loved the paneer dishes.,2023-12-11
878,4584,1170,202,2,3,4.5,"Decent food, average service.",2022-08-11
879,194,1957,302,4,2,4.2,"Very bad experience, food was cold.",2023-11-11
880,4488,1931,89,4,5,3.4,Will definitely recommend to friends.,2023-08-24
881,3075,1922,423,2,1,1.6,One of my favourite restaurants.,2022-06-21
882,1189,518,236,5,3,2.4,Best biryani in the city!,2022-02-27
883,317,1219,450,2,3,2.4,"Amazing food, will order again!",2022-10-18
884,4811,1997,240,5,4,2.4,"Very bad experience, food was cold.",2022-02-13
885,972,1618,335,2,3,4.2,One of my favourite restaurants.,2023-09-26
886,4228,1210,458,2,1,3.5,Value for money.,2022-10-05
887,4467,739,247,3,4,4.4,Disappointed with the quality.,2022-08-17
888,1268,577,287,2,3,4.6,Best biryani in the city!,2023-04-17
889,507,1648,453,1,2,3.6,Excellent taste and packaging.,2023-06-02
890,663,1568,445,3,5,4.4,Portion size could be bigger.,2023-10-04
891,3296,1645,37,4,4,2.0,"Decent food, average service.",2022-09-19
892,1223,984,254,5,4,4.7,"Good quality, reasonable price.",2022-06-02
893,1176,593,328,4,2,1.5,Great ambience and service.,2022-08-19
894,4666,1704,34,4,2,2.4,Loved the paneer dishes.,2022-03-27
895,2382,196,93,1,2,1.8,"Very bad experience, food was cold.",2022-08-20
896,3489,1615,483,3,2,1.6,One of my favourite restaurants.,2022-03-31
897,1069,1563,458,1,4,1.5,Loved the paneer dishes.,2023-04-29
898,4760,1881,366,1,3,4.6,Disappointed with the quality.,2023-11-28
899,3228,1314,370,2,2,4.9,Loved the paneer dishes.,2022-06-03
900,1087,1221,382,2,1,2.2,Restaurant staff was helpful.,2022-09-10
901,2008,834,170,5,1,3.1,"Average food, nothing special.",2022-11-24
902,3186,935,194,1,3,3.6,One of my favourite restaurants.,2023-09-06
903,1466,118,381,5,1,2.0,Portion size could be bigger.,2022-09-07
904,616,1498,288,1,5,2.3,"Very bad experience, food was cold.",2022-01-29
905,3198,1224,106,5,4,1.7,"Decent food, average service.",2023-06-13
906,4163,598,340,3,4,3.5,"Decent food, average service.",2023-04-22
907,1632,1020,446,2,1,1.4,"Too oily, not recommended.",2023-10-08
908,1602,54,493,3,5,3.3,"Average food, nothing special.",2022-04-19
909,4243,1255,487,1,1,2.6,"Too oily, not recommended.",2022-12-05
910,1578,1372,355,5,1,2.6,Will definitely recommend to friends.,2022-09-17
911,1123,1697,495,5,5,5.0,Disappointed with the quality.,2023-08-18
912,3332,59,489,5,5,3.8,Will definitely recommend to friends.,2023-09-27
913,4341,431,96,1,1,2.8,Loved the paneer dishes.,2023-07-15
914,275,1436,449,1,4,4.1,Hygienic and tasty.,2023-10-29
915,3848,1711,220,1,2,2.1,Excellent taste and packaging.,2022-04-19
916,2145,922,307,2,3,2.8,One of my favourite restaurants.,2022-09-03
917,958,1810,313,2,5,4.1,Value for money.,2022-03-03
918,967,1047,239,5,4,2.9,Disappointed with the quality.,2023-11-22
919,4583,91,359,3,5,3.8,One of my favourite restaurants.,2023-10-30
920,2406,761,370,5,2,1.9,One of my favourite restaurants.,2023-07-03
921,4442,809,138,5,1,2.1,"Too oily, not recommended.",2023-04-07
922,4999,1946,235,5,4,2.3,Restaurant staff was helpful.,2023-07-02
923,498,1836,115,1,2,1.6,Hygienic and tasty.,2022-12-06
924,2774,728,103,2,3,4.0,"Good quality, reasonable price.",2022-10-03
925,49,1993,86,4,1,3.7,Value for money.,2023-12-24
926,2887,1598,127,3,4,4.7,Value for money.,2022-11-30
927,984,395,131,3,4,4.9,Food was not as per menu description.,2023-02-03
928,3436,586,292,1,1,3.0,Food was not as per menu description.,2023-12-06
929,4093,402,64,1,4,4.8,"Fast delivery, fresh food.",2022-09-20
930,3722,548,87,1,3,4.6,Value for money.,2022-05-19
931,750,1833,499,2,5,3.2,"Very bad experience, food was cold.",2023-03-30
932,4096,1203,444,1,5,1.7,"Amazing food, will order again!",2022-01-22
933,404,1318,113,1,4,2.2,Portion size could be bigger.,2023-02-14
934,4697,553,200,2,5,1.7,"Fast delivery, fresh food.",2022-03-12
935,4787,94,366,4,1,2.2,"Very bad experience, food was cold.",2022-09-17
936,2550,1103,400,2,1,4.0,Portion size could be bigger.,2022-10-15
937,3486,933,179,3,1,4.2,Food was not as per menu description.,2022-08-23
938,4011,1072,92,2,2,4.1,Value for money.,2023-06-03
939,136,1813,411,3,4,2.7,Portion size could be bigger.,2023-06-15
940,1086,1083,280,3,5,4.8,Will definitely recommend to friends.,2022-02-01
941,2831,1133,159,2,3,2.0,Hygienic and tasty.,2022-06-22
942,1061,1820,444,1,5,4.1,Loved the paneer dishes.,2022-10-16
943,2144,1504,161,5,3,1.8,"Very bad experience, food was cold.",2023-10-20
944,1529,234,93,4,3,1.7,"Too oily, not recommended.",2023-08-19
945,788,67,355,5,3,5.0,"Good quality, reasonable price.",2022-09-12
946,1763,1104,73,5,2,4.1,Delivery was late but food was good.,2022-08-11
947,3364,396,86,5,3,1.7,Value for money.,2022-10-20
948,323,1331,299,5,1,3.7,Hygienic and tasty.,2022-05-13
949,440,501,63,5,4,2.8,Food was not as per menu description.,2022-07-07
950,2269,791,197,3,2,1.2,"Too oily, not recommended.",2023-04-19
951,3190,1532,188,1,3,1.4,"Average food, nothing special.",2023-11-03
952,3053,26,354,3,4,3.4,Great ambience and service.,2023-05-25
953,61,1068,280,4,3,1.6,Hygienic and tasty.,2022-11-14
954,4107,1125,352,5,4,4.6,Delivery was late but food was good.,2023-07-12
955,2652,1867,39,3,1,5.0,Portion size could be bigger.,2023-05-15
956,3460,802,119,4,2,4.2,Excellent taste and packaging.,2023-10-07
957,2324,751,472,1,4,4.4,Value for money.,2022-03-10
958,3864,159,383,1,1,4.1,Hygienic and tasty.,2022-03-09
959,4609,1337,129,3,1,1.2,Best biryani in the city!,2023-05-21
960,2335,947,449,5,3,2.7,Delivery was late but food was good.,2022-08-09
961,2497,1668,27,1,2,2.0,Food was not as per menu description.,2022-07-22
962,3251,75,55,3,5,4.5,"Average food, nothing special.",2023-08-09
963,2350,1386,356,3,1,4.6,Portion size could be bigger.,2023-02-26
964,1491,263,24,4,2,1.2,One of my favourite restaurants.,2023-05-12
965,4563,371,478,5,1,1.5,Disappointed with the quality.,2023-12-03
966,1945,511,458,1,3,4.9,Portion size could be bigger.,2023-04-12
967,833,1521,38,1,4,4.3,Will definitely recommend to friends.,2023-02-14
968,3306,537,286,4,2,4.2,"Fast delivery, fresh food.",2022-06-30
969,36,1101,455,5,2,3.2,"Fast delivery, fresh food.",2023-02-14
970,1934,1160,161,1,1,1.4,Restaurant staff was helpful.,2023-01-28
971,21,840,158,5,5,1.1,Food was not as per menu description.,2022-01-03
972,3293,1529,50,5,1,4.1,Restaurant staff was helpful.,2023-07-07
973,2978,630,317,5,1,4.9,"Good quality, reasonable price.",2022-02-14
974,219,625,279,3,2,3.1,Loved the paneer dishes.,2022-02-21
975,396,155,293,3,5,4.1,"Fast delivery, fresh food.",2022-12-28
976,3788,1530,260,1,5,2.0,Restaurant staff was helpful.,2023-07-29
977,283,1249,314,2,2,2.2,Best biryani in the city!,2023-12-23
978,4464,514,44,5,4,3.9,Restaurant staff was helpful.,2022-05-25
979,2991,1096,218,4,4,4.8,"Good quality, reasonable price.",2023-06-28
980,1762,970,160,5,1,4.3,Great ambience and service.,2023-10-25
981,2739,1865,230,1,1,2.0,Disappointed with the quality.,2022-08-08
982,1858,1038,460,2,5,2.8,Excellent taste and packaging.,2022-12-04
983,27,1884,413,5,5,3.3,Hygienic and tasty.,2022-12-08
984,2903,1866,39,5,1,2.8,One of my favourite restaurants.,2022-04-16
985,430,1742,75,5,1,4.8,Delivery was late but food was good.,2022-06-13
986,3615,718,39,3,2,2.6,Restaurant staff was helpful.,2023-05-17
987,530,535,465,1,4,3.8,Best biryani in the city!,2023-02-10
988,1623,1385,261,5,1,3.0,Loved the paneer dishes.,2022-11-27
989,4275,579,59,4,2,1.5,Hygienic and tasty.,2022-01-18
990,3837,1049,215,2,5,4.1,Great ambience and service.,2023-08-09
991,742,719,379,1,1,3.9,Delivery was late but food was good.,2023-01-24
992,3604,1782,487,1,5,2.9,"Average food, nothing special.",2023-06-04
993,698,179,317,1,1,2.1,Great ambience and service.,2023-08-08
994,2422,633,137,2,3,2.6,One of my favourite restaurants.,2022-11-12
995,4808,963,322,1,2,1.2,"Decent food, average service.",2022-06-19
996,3297,1500,267,2,3,4.0,"Good quality, reasonable price.",2022-04-14
997,4021,17,495,1,2,1.2,Disappointed with the quality.,2022-10-12
998,3322,1336,351,1,1,1.8,"Very bad experience, food was cold.",2022-03-08
999,205,1640,259,3,2,3.7,Food was not as per menu description.,2022-02-16
1000,4034,163,219,4,3,1.5,"Amazing food, will order again!",2023-11-26
1001,3820,1247,54,3,2,3.5,"Decent food, average service.",2023-07-21
1002,2767,118,166,1,4,3.3,"Very bad experience, food was cold.",2023-05-08
1003,1348,1362,430,3,2,2.0,"Average food, nothing special.",2022-12-08
1004,2286,546,26,3,1,2.2,Restaurant staff was helpful.,2022-08-07
1005,2683,461,154,3,3,4.4,"Amazing food, will order again!",2022-05-08
1006,3731,268,364,2,3,3.9,Hygienic and tasty.,2023-02-17
1007,4812,1709,444,4,4,3.9,"Amazing food, will order again!",2022-04-11
1008,233,1414,208,3,4,1.6,Loved the paneer dishes.,2023-11-16
1009,4083,912,450,3,4,3.8,Value for money.,2023-10-15
1010,4351,568,298,1,3,4.0,One of my favourite restaurants.,2023-04-30
1011,2326,1622,494,1,3,3.7,Loved the paneer dishes.,2022-09-26
1012,860,1726,279,2,5,2.6,Hygienic and tasty.,2022-07-24
1013,3426,1800,94,5,3,4.8,Delivery was late but food was good.,2023-02-07
1014,3651,1541,67,2,3,2.1,"Very bad experience, food was cold.",2023-06-01
1015,1283,1688,479,2,1,1.7,Food was not as per menu description.,2023-10-06
1016,1853,1670,56,1,5,3.5,Portion size could be bigger.,2022-07-12
1017,4440,445,3,2,2,2.9,Food was not as per menu description.,2023-03-05
1018,3977,1104,150,1,2,3.0,Portion size could be bigger.,2022-05-03
1019,861,474,279,1,3,2.4,Will definitely recommend to friends.,2022-08-04
1020,3213,1322,228,2,1,3.1,"Average food, nothing special.",2023-11-12
1021,4146,468,338,3,4,3.8,Hygienic and tasty.,2022-05-23
1022,3907,720,305,3,3,3.3,Food was not as per menu description.,2022-07-19
1023,2363,1813,248,5,5,2.0,"Amazing food, will order again!",2023-12-11
1024,834,1438,174,4,5,2.6,Delivery was late but food was good.,2023-02-06
1025,2669,598,9,5,4,3.1,Portion size could be bigger.,2022-05-19
1026,38,233,245,4,4,2.7,"Too oily, not recommended.",2023-01-16
1027,2243,440,352,1,4,2.6,One of my favourite restaurants.,2023-03-12
1028,839,1380,166,4,5,4.1,"Amazing food, will order again!",2023-05-27
1029,255,939,190,3,2,2.9,Restaurant staff was helpful.,2023-01-30
1030,4444,644,161,5,2,2.5,"Too oily, not recommended.",2022-07-18
1031,3038,182,185,3,5,3.5,Food was not as per menu description.,2022-05-24
1032,262,393,112,4,4,4.0,One of my favourite restaurants.,2022-01-13
1033,3892,745,43,5,2,2.5,Excellent taste and packaging.,2023-05-12
1034,4478,1976,213,1,1,4.6,Hygienic and tasty.,2023-12-23
1035,4382,1530,244,2,3,1.0,Portion size could be bigger.,2023-01-30
1036,2183,235,16,1,4,1.5,Disappointed with the quality.,2022-07-12
1037,4556,263,487,4,3,4.8,Food was not as per menu description.,2023-08-12
1038,3631,1661,197,1,3,2.0,"Good quality, reasonable price.",2022-12-05
1039,2780,158,430,4,3,4.0,Excellent taste and packaging.,2022-01-12
1040,178,1392,248,3,1,4.0,"Fast delivery, fresh food.",2022-04-28
1041,2462,1097,439,3,4,4.9,"Average food, nothing special.",2022-05-27
1042,3043,1976,260,1,5,2.0,Loved the paneer dishes.,2022-05-24
1043,2294,821,219,4,1,2.9,"Fast delivery, fresh food.",2022-01-14
1044,2742,1748,136,3,2,3.2,Best biryani in the city!,2022-12-17
1045,4555,1535,52,4,1,4.8,Excellent taste and packaging.,2022-11-26
1046,868,452,14,4,3,1.1,One of my favourite restaurants.,2022-07-16
1047,4962,325,25,1,5,3.9,"Amazing food, will order again!",2023-02-25
1048,1802,125,26,4,1,1.1,Delivery was late but food was good.,2022-10-07
1049,1573,946,416,2,4,3.5,"Good quality, reasonable price.",2022-08-06
1050,1038,1860,61,1,2,1.7,Restaurant staff was helpful.,2023-10-31
1051,4669,1318,191,4,1,4.7,Portion size could be bigger.,2023-10-06
1052,3524,113,324,1,5,4.5,Loved the paneer dishes.,2023-04-16
1053,2003,1369,287,1,5,4.1,Great ambience and service.,2022-07-09
1054,431,1470,311,3,3,3.0,Best biryani in the city!,2023-04-26
1055,4094,211,185,4,3,2.1,Great ambience and service.,2023-05-11
1056,2034,1546,356,2,5,4.6,"Too oily, not recommended.",2022-05-16
1057,2772,355,468,2,2,2.6,"Decent food, average service.",2023-02-05
1058,4894,1869,321,3,1,4.8,"Average food, nothing special.",2022-02-25
1059,2222,1564,493,3,4,2.1,"Too oily, not recommended.",2023-12-03
1060,3597,1347,226,1,4,1.5,"Fast delivery, fresh food.",2022-09-09
1061,2583,599,448,2,2,4.6,"Very bad experience, food was cold.",2022-07-22
1062,209,1220,385,2,1,4.3,Food was not as per menu description.,2023-07-18
1063,1545,409,298,4,2,3.5,Loved the paneer dishes.,2022-11-28
1064,4624,1657,393,3,5,1.9,"Too oily, not recommended.",2022-06-28
1065,3779,1587,226,5,2,2.2,Best biryani in the city!,2022-07-16
1066,3918,519,183,5,5,2.8,"Amazing food, will order again!",2022-05-05
1067,896,728,216,3,1,4.5,"Too oily, not recommended.",2023-10-31
1068,3895,21,384,4,5,3.6,"Amazing food, will order again!",2023-03-06
1069,3238,153,340,4,1,2.0,"Average food, nothing special.",2022-06-30
1070,1682,1177,290,3,4,3.8,Excellent taste and packaging.,2023-10-11
1071,4023,542,37,5,4,3.3,Value for money.,2023-06-20
1072,2971,847,192,1,4,1.3,Loved the paneer dishes.,2023-02-26
1073,2527,299,275,1,4,4.1,"Very bad experience, food was cold.",2023-10-03
1074,1500,1104,387,5,5,2.8,Portion size could be bigger.,2022-03-12
1075,466,1074,289,3,5,1.5,Best biryani in the city!,2022-06-26
1076,3024,268,223,1,3,2.0,Best biryani in the city!,2022-12-08
1077,2006,1790,292,3,4,3.3,"Fast delivery, fresh food.",2023-11-17
1078,3201,1710,312,4,1,4.4,"Very bad experience, food was cold.",2023-01-30
1079,3989,1603,5,5,4,4.5,Great ambience and service.,2022-04-20
1080,1656,749,183,1,1,2.1,Hygienic and tasty.,2022-03-31
1081,992,1259,358,2,2,2.0,"Average food, nothing special.",2022-11-21
1082,2384,1952,454,2,4,3.4,Will definitely recommend to friends.,2023-05-16
1083,3994,1098,304,5,3,3.8,Delivery was late but food was good.,2022-09-26
1084,4909,1615,204,5,5,2.4,"Decent food, average service.",2023-03-27
1085,4045,1189,266,3,5,4.9,"Decent food, average service.",2022-02-17
1086,3058,1607,362,2,3,3.3,"Very bad experience, food was cold.",2022-08-01
1087,1278,275,318,5,3,2.2,Value for money.,2023-11-10
1088,673,1484,165,5,2,4.3,"Good quality, reasonable price.",2022-01-06
1089,3714,1222,182,4,2,3.6,Restaurant staff was helpful.,2022-09-27
1090,1902,595,384,4,2,3.5,"Good quality, reasonable price.",2022-12-29
1091,333,1850,334,3,4,3.5,"Very bad experience, food was cold.",2022-05-24
1092,3896,1879,256,3,4,4.4,Delivery was late but food was good.,2022-11-02
1093,3037,147,432,2,1,1.5,Food was not as per menu description.,2023-07-16
1094,4911,1560,172,3,4,3.1,"Very bad experience, food was cold.",2023-05-14
1095,4330,391,48,3,2,2.1,"Average food, nothing special.",2023-06-18
1096,2710,528,292,3,3,2.2,"Decent food, average service.",2022-03-28
1097,1102,811,227,2,5,2.4,Loved the paneer dishes.,2022-10-28
1098,3484,951,54,4,1,3.1,Delivery was late but food was good.,2022-02-08
1099,4818,1024,452,4,1,2.9,Great ambience and service.,2022-12-26
1100,28,814,314,1,3,2.5,"Too oily, not recommended.",2023-02-04
1101,1831,1162,216,3,3,1.6,Restaurant staff was helpful.,2023-07-18
1102,3469,893,309,3,1,4.1,Value for money.,2023-06-22
1103,1188,939,28,3,2,3.9,Disappointed with the quality.,2022-06-04
1104,2982,1337,245,2,2,4.6,"Average food, nothing special.",2022-02-26
1105,3753,1639,163,1,4,4.0,"Average food, nothing special.",2023-01-13
1106,4067,724,399,2,1,4.8,One of my favourite restaurants.,2023-02-18
